# Generated by tools/generate_sha_vectors.py; do not edit.
# SHA-0 state_bytes=92 output_bytes=412 vectors=155
# label command state_hex message_hex_or_dash expected_state_and_schedule_hex
ramp-9 0 942936913ec64270f04d675f875cffb2b0dc5680993e76f913100f14b3df8b2154f5a9a64654eb873d71d5bad87ca8c22b7c362ab98388e1a373c060a053fa2a9eb24533c7c18bd244aa41c8eeb197a4884f267aebea493ce760d19e 000102030405060708 ee4c94e1c740c28d4a7a74fb3acd19055d41e9b248000000000000000302010007060504000080080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004800000003020100070605040000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000048000000030281080706050448008008030281080706050448008008030281084f0605044b0201000404840c0706850c480080080302810807060504480080080302810807060504480080084b0281080404840c4f06850c4b0201000404840c0706850c0000800800000000480000004b0281080404840c0706850c00008008480000004b0281084c04840c040404044f06850c030201004f0605044b0201004c04840c4c0404044c040404040404044f06850c4b0201000404840c4f06850c03020100070605040000800800000000480000000302810807060504000080080000000048000000030281084f0605044b0201000404840c4f06850c0302010007060504
ramp-10 0 cf5a82a4730ca501e27422c1d6da3037e6d793c1b4e03fa38f2ff1d2f034292e718fb64b0e562066d8205d8a59a5672f84a810954563d0401a95d0de2fb5494fae9d2cb044a431e2a50c926deca6b190fd2686c6e6dc48eb264be310 00010203040506070809 6d0438370d194458f86b6175299815bac2dd51ac5000000000000000030201000706050400800908000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000500000000302010007060504008009080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000003820808070605045080090803820808070605045080090803820808570605045302010004840d0c07860c0c508009080382080807060504508009080382080807060504508009085382080804840d0c57860c0c5302010004840d0c07860c0c0080090800000000500000005382080804840d0c07860c0c00800908500000005382080854840d0c0404040457860c0c03020100570605045302010054840d0c54040404540404040404040457860c0c5302010004840d0c57860c0c0302010007060504008009080000000050000000038208080706050400800908000000005000000003820808570605045302010004840d0c57860c0c0302010007060504
ramp-11 0 6420c47e4258a5b7c97a9ae7b43ffdfc41cde0c843f0f32d26cb98b5dda58332f3e49bae47850b809be30e2d877eae0b4e12afbcd9e250d9e420ff5802c856aad06f9e8f901d7116078a642ec2b16a38effc9980273e84c62652f829 000102030405060708090a 7aaa859365519d12887a4b78f4c5fee54c00fb8258000000000000000302010007060504800a0908000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000580000000302010007060504800a0908000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000580000008308080807060504d80a09088308080807060504d80a0908830808085f0605045b020100840e0d0c870c0c0cd80a09088308080807060504d80a09088308080807060504d80a0908db080808840e0d0cdf0c0c0c5b020100840e0d0c870c0c0c800a09080000000058000000db080808840e0d0c870c0c0c800a090858000000db080808dc0e0d0c04040404df0c0c0c030201005f0605045b020100dc0e0d0c5c0404045c04040404040404df0c0c0c5b020100840e0d0cdf0c0c0c0302010007060504800a090800000000580000008308080807060504800a09080000000058000000830808085f0605045b020100840e0d0cdf0c0c0c0302010007060504
ramp-12 0 6c4a5edd092a09797c1a66760787924e3f0ac5d44e6f71c93bc37b78d7bdeaf47e285b609d06b450fb3b90c9e48e889b92157bbb6d15d7b488f37c82684a1f6186e1e246fe676460b579e08715685631b95a413fccead5d7b04e3376 000102030405060708090a0b 8c9e68212abac24ce4f61fcd5ace59b05d61febb600000000000000003020100070605040b0a09080000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000003020100070605040b0a09080000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000008080808070605846b0a090808080888070605846b0a09080808088867060584630201000f0e0d0c0c0c0c8c6b0a098808080888070605846b0a090808080888070605846b0a0908680808880f0e0d8c6c0c0c8c630201800f0e0d0c0c0c0c8c0b0a09880000008060000000680808080f0e0d8c0c0c0c8c0b0a098860000080680808086f0e0d8c040404846c0c0c0c0302018067060504630201006f0e0d0c6404048464040404040404046c0c0c0c630201800f0e0d0c6c0c0c8c03020180070605040b0a0908000000806000000008080808070605840b0a090800000080600000000808080867060584630201000f0e0d0c6c0c0c8c0302018007060504
ramp-13 0 c4e1474a4aae39ff424edecf672de63daee7260d11b686136cd30cff033f2d51717b0ae9054760cdeaf1af744261f2b29f509da46172ebf39a25b905744a0668c5f2f03c0fc4d2c98686dc284e701f27d8b2e59f6f620fc07dcb85c0 000102030405060708090a0b0c 0ec32608c90306755619f1f5d36900f1ce11c735680000000000000003020100070605040b0a09080000800c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000006800000003020100070605040b0a09080000800c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000680000000808080807068508630a09080808880407068508630a0908080888046f0685086b0201000f0e0d0c0c0c8c00630a89040808880407068508630a09080808880407068508630a0908600888040f0e8d00640c8c006b02810c0f0e0d0c0c0c8c000b0a89040000800c68000000600808080f0e8d000c0c8c000b0a89046800800c60080808670e8d0004048408640c0c0c0302810c6f0605046b020100670e0d0c6c0484086c04040404040404640c0c0c6b02810c0f0e0d0c640c8c000302810c070605040b0a09080000800c6800000008080808070685080b0a09080000800c68000000080808086f0685086b0201000f0e0d0c640c8c000302810c07060504
ramp-14 0 c494b7aa0cebec0bddc63eb46ac45239ac8c81cbbe745641cab238962b0f3b45078ecf58202c616c431ba3170eaf97a73cf9cc2877db4a17194b0cab34d9dba57579bf44248e8cd2e692c773c8365053795e152e301611172a25a4f2 000102030405060708090a0b0c0d b6dc964690c31e893eb5eee163364b0e455f0ce0700000000000000003020100070605040b0a090800800d0c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000007000000003020100070605040b0a090800800d0c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000007000000008080808078608087b0a090808880504078608087b0a09080888050477860808730201000f0e0d0c0c8c01007b8a040408880504078608087b0a090808880504078608087b0a0908788805040f8e00007c8c010073820c0c0f0e0d0c0c8c01000b8a040400800d0c70000000780808080f8e00000c8c01000b8a040470800d0c780808087f8e0000048409087c0c0c0c03820c0c77060504730201007f0e0d0c7484090874040404040404047c0c0c0c73820c0c0f0e0d0c7c8c010003820c0c070605040b0a090800800d0c7000000008080808078608080b0a090800800d0c700000000808080877860808730201000f0e0d0c7c8c010003820c0c07060504
ramp-15 0 cfafc7a34c50c8a10e26f765bc0737cc0bb7c76def8277c24f90ab2e4a9793ba90b5765039794feca626de52127520e3ca9f4d22bf3a83f184d81e0d5296b191ec164b58301f71f02bfaecf3c1fa675b6a0dfdc04c48db6799ac8934 000102030405060708090a0b0c0d0e 9c2efaa5c1eebc1e4266f3f225c3ecb05067addf780000000000000003020100070605040b0a0908800e0d0c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000007800000003020100070605040b0a0908800e0d0c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000780000000808080887080808730a09088806050487080808730a090888060504ff0808087b0201000f0e0d0c8c020100f30404048806050487080808730a09088806050487080808730a0908f00605048f000000f4020100fb0c0c0c0f0e0d0c8c0201008b040404800e0d0c78000000700808088f0000008c0201008b040404f80e0d0c70080808f7000000840a0908740c0c0c830c0c0c7f0605047b020100770e0d0cfc0a09087c04040404040404740c0c0cfb0c0c0c0f0e0d0cf4020100830c0c0c070605040b0a0908800e0d0c7800000008080808870808080b0a0908800e0d0c7800000008080808ff0808087b0201000f0e0d0cf4020100830c0c0c07060504
ramp-16 0 61550e5564579c16e49cdc3baf78a7d2959d3e889e6dfe302ffae9640b8ff24b6508e89dc278db8531af2fb24170920478c5eee8d0aff25531215e55289a9e94f247967b63473f87875ed0adffeab37d78025475892eb17d3408a2f9 000102030405060708090a0b0c0d0e0f 67f260b9833932858b11fa1a1d8ca6f1c19a59fd800000000000000003020100070605040b0a09080f0e0d0c00000080000000000000000000000000000000000000000000000000000000000000000000000000000000008000000003020100070605040b0a09080f0e0d0c00000080000000000000000000000000000000000000000000000000000000000000000000000000000000008000000008080808080808088b0a098807060504080808888b0a09880706050488080888830201800f0e0d0c030201008404048407060584080808888b0a098807060504080808888b0a09888706050400000080830201808c0c0c8c0f0e0d8c03020100040404840f0e0d8c80000080880808080000000003020180040404848f0e0d8c88080888800000000b0a09888c0c0c8c0c0c0c0c87060584830201008f0e0d0c8b0a090884040484040404048c0c0c0c8c0c0c0c0f0e0d8c830201000c0c0c8c070605840b0a09080f0e0d0c8000008008080808080808080b0a09880f0e0d0c800000800808080888080808830201800f0e0d0c830201000c0c0c8c07060584
ramp-17 0 c88c62bc15d58d6cb934880b409baf6eeb526b093aa12a02d6975484255ec15a5a8ae7020263d258570c8fba9bdbbb8bff2b2fec896643f79c104b532d65ff93a09a8853e4ce446591be4bf10f87aad890ce10cb2f3f93a9d7435be7 000102030405060708090a0b0c0d0e0f10 4f0c3256def05d2401b5c480c028236843102048880000000000000003020100070605040b0a09080f0e0d0c00008010000000000000000000000000000000000000000000000000000000000000000000000000000000008800000003020100070605040b0a09080f0e0d0c0000801000000000000000000000000000000000000000000000000000000000000000000000000000000000880000000808080808080808830a89180706050408088818830a891807060504800888188b0281100f0e0d0c030201008c0484140706851408088818830a89180706050408088818830a89188f060504000080108b028110840c8c1c0f0e8d1c03020100040484140f0e8d1c8800801080080808000000000302811004048414870e8d1c80088818880000000b0a8918840c8c1c0c0c0c0c8f0685148b020100870e0d0c830a09088c04841404040404840c0c0c840c0c0c0f0e8d1c8b0201000c0c8c1c070685140b0a09080f0e0d0c8800801008080808080808080b0a89180f0e0d0c8800801008080808800808088b0281100f0e0d0c8b0201000c0c8c1c07068514
ramp-18 0 de9e67952d224bf254188a293d41829e2a6aea5004839c8ee1e9a0e948922a7fb57f89b1e22ac9315cc092cd2eb930e596888e590818c22b33d46ba700636a43036acc3e9c3d94a853c55e75b8a98acae4250828df5b485876821c56 000102030405060708090a0b0c0d0e0f1011 a87b380e92a26c3c900d992fc1a2f577e4d13bbe900000000000000003020100070605040b0a09080f0e0d0c00801110000000000000000000000000000000000000000000000000000000000000000000000000000000009000000003020100070605040b0a09080f0e0d0c00801110000000000000000000000000000000000000000000000000000000000000000000000000000000009000000008080808080808089b8a181807060504088819189b8a18180706050498881918938210100f0e0d0c030201009484151407861414088819189b8a181807060504088819189b8a18189706050400801110938210109c8c1d1c0f8e1c1c03020100048415140f8e1c1c90801110980808080000000003821010048415149f8e1c1c98881918900000000b8a18189c8c1d1c0c0c0c0c97861414930201009f0e0d0c9b0a090894841514040404049c0c0c0c9c0c0c0c0f8e1c1c930201000c8c1d1c078614140b0a09080f0e0d0c9080111008080808080808080b8a18180f0e0d0c908011100808080898080808938210100f0e0d0c930201000c8c1d1c07861414
ramp-19 0 425164b272d83a9b06bb7122c8a31c55f7509061e67fb6a8883fb6784d2049f2077fa1685de4576bf8d82acf1d98c9ef7d8f049af677e917fb0554b27674627e6d177fbb41e898e49939169d55c81dc54495b916ebfb1227d4c43ab2 000102030405060708090a0b0c0d0e0f101112 f94c98a6e5ecdf9132c7c7398cbda8806fd1fc99980000000000000003020100070605040b0a09080f0e0d0c80121110000000000000000000000000000000000000000000000000000000000000000000000000000000009800000003020100070605040b0a09080f0e0d0c80121110000000000000000000000000000000000000000000000000000000000000000000000000000000009800000008080808080808081318181807060504881a19181318181807060504101a19181b1010100f0e0d0c030201001c16151487141414881a19181318181807060504881a1918131818189f060504801211101b101010141e1d1c8f1c1c1c03020100841615148f1c1c1c1812111090080808000000008310101084161514171c1c1c101a1918980000008b181818141e1d1c0c0c0c0c1f1414149b020100970e0d0c930a09081c16151404040404940c0c0c940c0c0c8f1c1c1c9b0201008c1e1d1c871414140b0a09080f0e0d0c1812111008080808080808088b1818180f0e0d0c1812111008080808900808081b1010100f0e0d0c9b0201008c1e1d1c87141414
ramp-20 0 5c5e6789fe5ed9b4eaaa41a9955a10ec05cf81f6be75fd776559ae7a84ea114bacac23ece66470822262be005339c00295c644f6ef2301f5f7cb53b51712e0934989055f75bed85414fd672c1dcb209210f9e712914ec8a972d37b4a 000102030405060708090a0b0c0d0e0f10111213 26d59fd188096cdd193280cfa5b7beedb62eb116a00000000000000003020100070605040b0a09080f0e0d0c1312111000000080000000000000000000000000000000000000000000000000000000000000000000000000a000000003020100070605040b0a09080f0e0d0c1312111000000080000000000000000000000000000000000000000000000000000000000000000000000000a00000000808080808080808b8181818070605841b1a1918b818189807060584bb1a1918b01010900f0e0d8c03020100b7161514141414941b1a1998b8181898070605841b1a1918b8181898a706058413121110b0101090bf1e1d9c1c1c1c9c03020180171615141c1c1c9cb3121190a8080888000000001010101017161594bc1c1c9cbb1a1998a000008018181818bf1e1d9c0c0c0c8cb4141414a3020180af0e0d0cab0a0908b716151404040484ac0c0c0cac0c0c0c1c1c1c1ca30201801f1e1d1c141414940b0a09880f0e0d0cb31211100808088808080808181818180f0e0d8cb312111008080888a8080808b01010100f0e0d8ca30201001f1e1d1c14141494
ramp-21 0 37c65a81e81fc7e7ce1a579fc95a1989a569e3d53af1d2559d2e53fea6e6d9de0274b811855f7c3dae6e2fdb405b0b1c24d5cf04aa23e880801dc52847bb6ba2696465e3613e9625f93dc2a190934febf321d90f7b77dd22b7886d4d 000102030405060708090a0b0c0d0e0f1011121314 3457b36c1cdf2d5291134e399aa6c926026ba976a80000000000000003020100070605040b0a09080f0e0d0c1312111000008014000000000000000000000000000000000000000000000000000000000000000000000000a800000003020100070605040b0a09080f0e0d0c1312111000008014000000000000000000000000000000000000000000000000000000000000000000000000a80000000808080808080808b0181818070685101b1a1918b018980c07068510b31a1918b81090040f0e8d1803020100bf161514141494001b1a990cb018980c070685101b1a1918b018980caf06851013121110b8109004b71e9d081c1c9c0803028114171615141c1c9c08bb129104a008881c000000001010101017169500b41c9c08b31a990ca800801418181818b71e9d080c0c8c18bc141414ab028114a70e0d0ca30a0908bf16151404048410a40c0c0ca40c0c0c1c1c1c1cab0281141f1e1d1c141494000b0a891c0f0e0d0cbb1211100808881c08080808181818180f0e8d18bb1211100808881ca0080808b81010100f0e8d18ab0201001f1e1d1c14149400
ramp-22 0 c4b3272f8975abff30d1c247a382fe5d139dba33f0d6aebcb423872c24a238d7ba3d7e559b989ef995f64b09de4a66e5655aeccef2875283ee4e34baef86c74f9a966debb365334e70701394ed23fd060484b1f48c71002064e373c3 000102030405060708090a0b0c0d0e0f101112131415 b971df0dec66f939e287111bf3dabb32496dff4cb00000000000000003020100070605040b0a09080f0e0d0c1312111000801514000000000000000000000000000000000000000000000000000000000000000000000000b000000003020100070605040b0a09080f0e0d0c1312111000801514000000000000000000000000000000000000000000000000000000000000000000000000b00000000808080808080808a8181818078610101b1a1918a8980d0c07861010ab1a1918a09005040f8e181803020100a7161514149401001b9a0c0ca8980d0c078610101b1a1918a8980d0cb786101013121110a0900504af9e08081c9c090803821414171615141c9c0908a3920404b8881d1c000000001010101017960000ac9c0908ab9a0c0cb080151418181818af9e08080c8c1918a4141414b3821414bf0e0d0cbb0a0908a716151404841110bc0c0c0cbc0c0c0c1c1c1c1cb38214141f1e1d1c149401000b8a1c1c0f0e0d0ca312111008881d1c08080808181818180f8e1818a312111008881d1cb8080808a01010100f8e1818b30201001f1e1d1c14940100
ramp-23 0 70ec423276faa702b6e1af5f3f6a52c644eeb8984d55f4ceff1f6d46a5200a60abf0a06fcad2123751e84d309de35ecc94ec9c774ec03ba3196508d8c504362cefa989cabbfbf742bafb5ce5c7bda44af5e619600c980efc42746f44 000102030405060708090a0b0c0d0e0f10111213141516 1e806fc52a6807f5850b3971d88c9ad9428ed96cb80000000000000003020100070605040b0a09080f0e0d0c1312111080161514000000000000000000000000000000000000000000000000000000000000000000000000b800000003020100070605040b0a09080f0e0d0c1312111080161514000000000000000000000000000000000000000000000000000000000000000000000000b80000000808080808080808a0181818871010101b1a1918200e0d0c87101010a31a1918280605048f18181803020100af161514940201009b0c0c0c200e0d0c871010101b1a1918200e0d0c3f1010101312111028060504270808089c0a090883141414171615149c0a09082b040404301e1d1c000000001010101097000000240a0908230c0c0c3816151418181818270808088c1a1918ac1414143b141414b70e0d0cb30a0908af16151484121110b40c0c0cb40c0c0c1c1c1c1c3b1414141f1e1d1c940201008b1c1c1c0f0e0d0cab121110881e1d1c08080808181818188f181818ab121110881e1d1cb0080808a81010108f181818bb0201001f1e1d1c94020100
ramp-24 0 f28ce13f23bbb2a2bd47cd4856003f76ed387080479acfeeeaed72584a66bd04d51f4c1886b5f4b7c87f9dff7c6551805a2ab36f7ada37c31f020d015aa20165db4d385fd2bd957c6ec4d4866daeaa36cd3c81df69fa070fc3d9b2a7 000102030405060708090a0b0c0d0e0f1011121314151617 b8e0a5d615f0d337992a911fe7c03ebec614f628c00000000000000003020100070605040b0a09080f0e0d0c1312111017161514000000800000000000000000000000000000000000000000000000000000000000000000c000000003020100070605040b0a09080f0e0d0c1312111017161514000000800000000000000000000000000000000000000000000000000000000000000000c00000000808080808080808d8181818101010101b1a1998cf0e0d0c10101090db1a1998c70605041818189803020180d7161514030201000c0c0c8ccf0e0d8c101010901b1a1998cf0e0d0cd010109013121190c7060504c80808880b0a098814141494171615940b0a0908c4040484df1e1d9c000000801010101000000000cb0a0988cc0c0c8cd716159418181898c80808081b1a1998d4141494d4141414cf0e0d8ccb0a0908d716151413121110cc0c0c8ccc0c0c0c1c1c1c1cd41414141f1e1d9c030201001c1c1c9c0f0e0d8cd31211101f1e1d1c080808881818181818181818d31211901f1e1d1cc8080888d010101018181818c30201801f1e1d1c03020100
