# Generated by tools/generate_jfdctint_vectors.py; do not edit.
# 181 cases; 8/8 loop outcomes; 6/6 descale sign outcomes; 155 native C checks
# label command shift input initialized rows output checksum status
impulse-17-127 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc010000550200001301000074ffffff04feffff3ffdffff68fdffff71feffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f0000009500000045000000ddffffff81ffffff50ffffff5affffff9cffffff640000007500000036000000e4ffffff9cffffff76ffffff7effffffb2ffffffbbffffffafffffffdbffffff13000000450000005f0000005a0000003600000050ffffff31ffffffa1ffffff31000000b0000000f4000000e60000008a00000081ffffff6bffffffbbffffff230000007f000000b0000000a600000064000000230000002900000013000000f6ffffffddffffffcfffffffd2ffffffe4ffffffa6000000c30000005a000000d2ffffff5affffff1affffff27ffffff7effffff95000000b000000051000000d7ffffff6bffffff31ffffff3dffffff8bffffff 5efeffff ffff
impulse-17--128 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffffa6fdffffebfeffff8d00000000020000c60200009d0200009201000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff6affffffbbffffff2300000080000000b2000000a7000000650000009bffffff8affffffcaffffff1c000000650000008b000000830000004f000000450000005100000025000000edffffffbbffffffa0ffffffa5ffffffcaffffffb2000000d100000060000000cfffffff4effffff0affffff18ffffff75ffffff800000009700000045000000ddffffff80ffffff4fffffff59ffffff9cffffffddffffffd6ffffffedffffff0a00000023000000310000002e0000001c00000059ffffff3bffffffa6ffffff2e000000a7000000e8000000db0000008300000069ffffff4fffffffafffffff2900000097000000d1000000c500000076000000 a9010000 ffff
impulse-18-127 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc0100008f010000edfeffff3ffdffff04feffff8c000000980200005502000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f00000064000000bbffffff50ffffff81ffffff23000000a600000095000000640000004e000000caffffff76ffffff9cffffff1c0000008200000075000000bbffffffcaffffff250000005f00000045000000edffffffa6ffffffafffffff50ffffff76ffffff5f000000f4000000b0000000cfffffff1affffff31ffffff81ffffff9cffffff45000000b00000007f000000ddffffff5affffff6bffffff230000001c000000edffffffcfffffffddffffff0a0000002e00000029000000a600000082000000a6ffffff1affffff5affffff2e000000d9000000c30000009500000075000000afffffff31ffffff6bffffff29000000c3000000b0000000 4a010000 ffff
impulse-18--128 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff6efeffff15010000c60200000002000073ffffff63fdffffa6fdffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff9cffffff45000000b200000080000000ddffffff59ffffff6affffff9bffffffb1ffffff360000008b00000065000000e4ffffff7dffffff8affffff4500000036000000dbffffffa0ffffffbbffffff130000005b00000051000000b20000008b000000a0ffffff0affffff4effffff31000000e8000000d10000008000000065000000bbffffff4fffffff80ffffff23000000a700000097000000ddffffffe4ffffff130000003100000023000000f6ffffffd2ffffffd6ffffff59ffffff7dffffff5a000000e8000000a7000000d2ffffff25ffffff3bffffff69ffffff8affffff51000000d100000097000000d7ffffff3bffffff4fffffff b3feffff ffff
impulse-19-127 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc0100008c00000068fdffff71fefffffc01000055020000edfeffff3ffdffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f000000230000005affffff9cffffff7f00000095000000bbffffff50ffffff640000001c0000007effffffb2ffffff6400000075000000caffffff76ffffffbbffffffedffffff5a00000036000000bbffffffafffffff250000005f00000050ffffffcfffffffe60000008a00000050ffffff31ffffff5f000000f400000081ffffffddffffffa60000006400000081ffffff6bffffff45000000b0000000230000000a000000d2ffffffe4ffffff2300000029000000edffffffcfffffffa60000002e00000027ffffff7effffffa6000000c3000000a6ffffff1affffff95000000290000003dffffff8bffffff95000000b0000000afffffff31ffffff 8affffff ffff
impulse-19--128 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff73ffffff9d0200009201000000feffffa6fdffff15010000c602000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffffddffffffa70000006500000080ffffff6affffff45000000b20000009bffffffe4ffffff830000004f0000009bffffff8affffff360000008b0000004500000013000000a5ffffffcaffffff4500000051000000dbffffffa0ffffffb20000003100000018ffffff75ffffffb2000000d1000000a0ffffff0affffff800000002300000059ffffff9cffffff8000000097000000bbffffff4fffffffddfffffff6ffffff2e0000001c000000ddffffffd6ffffff130000003100000059ffffffd2ffffffdb0000008300000059ffffff3bffffff5a000000e800000069ffffffd7ffffffc50000007600000069ffffff4fffffff51000000d1000000 77000000 ffff
impulse-20-127 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01000074ffffff68fdffff8f010000fc010000abfdffffedfeffffc102000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f000000ddffffff5affffff640000007f0000006bffffffbbffffffb000000064000000e4ffffff7effffff4e000000640000008bffffffcaffffff8a000000bbffffff130000005a000000caffffffbbffffff5100000025000000a1ffffff50ffffff31000000e600000076ffffff50ffffffcf0000005f0000000cffffff81ffffff23000000a60000009cffffff81ffffff950000004500000050ffffff23000000f6ffffffd2ffffff1c00000023000000d7ffffffedffffff31000000a6000000d2ffffff27ffffff82000000a60000003dffffffa6ffffffe600000095000000d7ffffff3dffffff750000009500000050ffffffafffffffcf000000 b2000000 ffff
impulse-20--128 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff8d0000009d0200006efeffff00feffff5a020000150100003afdffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff23000000a70000009cffffff80ffffff97000000450000004fffffff9bffffff1c00000083000000b1ffffff9bffffff760000003600000075ffffff45000000edffffffa5ffffff3600000045000000afffffffdbffffff60000000b2000000cfffffff18ffffff8b000000b20000002fffffffa0fffffff600000080000000ddffffff59ffffff65000000800000006affffffbbffffffb2000000ddffffff0a0000002e000000e4ffffffddffffff2a00000013000000cfffffff59ffffff2e000000db0000007dffffff59ffffffc50000005a00000018ffffff69ffffff29000000c50000008affffff69ffffffb1000000510000002fffffff 4dffffff ffff
impulse-21-127 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01000071feffffedfeffffc102000004feffff74ffffff98020000abfdffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f0000009cffffffbbffffffb000000081ffffffddffffffa60000006bffffff64000000b2ffffffcaffffff8a0000009cffffffe4ffffff820000008bffffffbbffffff3600000025000000a1ffffff4500000013000000a6ffffff5100000050ffffff8a0000005f0000000cffffffb0000000310000001affffffcf00000081ffffff640000004500000050ffffff7f000000230000005affffff9500000023000000e4ffffffedffffff31000000ddfffffff6ffffff2e000000d7ffffffa60000007effffffa6ffffffe60000005affffffd2ffffffd90000003dffffff950000008bffffffafffffffcf0000006bffffffd7ffffffc300000050ffffff eeffffff ffff
impulse-21--128 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff92010000150100003afdffff000200008d00000063fdffff5a02000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff65000000450000004fffffff800000002300000059ffffff970000009bffffff4f0000003600000075ffffff650000001c0000007dffffff7600000045000000caffffffdbffffff60000000bbffffffedffffff5b000000afffffffb200000075ffffffa0fffffff60000004effffffcfffffffe80000002fffffff800000009cffffffbbffffffb200000080ffffffddffffffa70000006affffffddffffff1c00000013000000cfffffff230000000a000000d2ffffff2a00000059ffffff830000005a00000018ffffffa70000002e00000025ffffffc500000069ffffff76000000510000002fffffff97000000290000003bffffffb1000000 15000000 ffff
impulse-22-127 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc010000abfdffff130100008c00000004feffffc102000068fdffff8f01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f0000006bffffff450000002300000081ffffffb00000005affffff64000000640000008bffffff360000001c0000009cffffff8a0000007effffff4e000000bbffffff51000000dbffffffedffffff45000000a1ffffff5a000000caffffff50ffffffcf000000a1ffffffcfffffffb00000000cffffffe600000076ffffff81ffffff95000000bbffffffddffffff7f00000050ffffffa60000009cffffff23000000d7ffffff130000000a000000ddffffff31000000d2ffffff1c000000a60000003dffffff5a0000002e0000005affffffe600000027ffffff820000009500000050ffffff51000000290000006bffffffcf0000003dffffff75000000 6a000000 ffff
impulse-22--128 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff5a020000ebfeffff73ffffff000200003afdffff9d0200006efeffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff97000000bbffffffddffffff800000004fffffffa70000009cffffff9bffffff76000000caffffffe4ffffff6500000075ffffff83000000b1ffffff45000000afffffff2500000013000000bbffffff60000000a5ffffff36000000b20000002fffffff60000000310000004efffffff600000018ffffff8b000000800000006affffff450000002300000080ffffffb200000059ffffff65000000ddffffff2a000000edfffffff6ffffff23000000cfffffff2e000000e4ffffff59ffffffc5000000a6ffffffd2ffffffa700000018ffffffdb0000007dffffff69ffffffb1000000afffffffd7ffffff970000002fffffffc50000008affffff 9bffffff ffff
impulse-23-127 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc0100003ffdffff98020000abfdfffffc01000071feffff1301000074ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f00000050ffffffa60000006bffffff7f0000009cffffff45000000ddffffff6400000076ffffff820000008bffffff64000000b2ffffff36000000e4ffffffbbffffff5f000000a6ffffff51000000bbffffff36000000dbffffff1300000050fffffff40000001affffffcf00000050ffffff8a000000a1ffffff3100000081ffffffb00000005affffff9500000081ffffff64000000bbffffff2300000023000000cfffffff2e000000d7ffffff23000000e4ffffff13000000f6ffffffa60000001affffffd90000003dffffffa60000007effffff5a000000d2ffffff9500000031ffffffc300000050ffffff950000008bffffff51000000d7ffffff 2e000000 ffff
impulse-23--128 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffffc602000063fdffff5a02000000feffff92010000ebfeffff8d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffffb200000059ffffff9700000080ffffff65000000bbffffff230000009bffffff8b0000007dffffff760000009bffffff4f000000caffffff1c00000045000000a0ffffff5b000000afffffff45000000caffffff25000000edffffffb20000000affffffe80000002fffffffb200000075ffffff60000000cfffffff800000004fffffffa70000006affffff800000009cffffff45000000ddffffffddffffff31000000d2ffffff2a000000ddffffff1c000000edffffff0a00000059ffffffe800000025ffffffc500000059ffffff83000000a6ffffff2e00000069ffffffd10000003bffffffb100000069ffffff76000000afffffff29000000 d7ffffff ffff
impulse-24-127 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc010000c10200009802000055020000fc0100008f010000130100008c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f000000b0000000a6000000950000007f00000064000000450000002300000023000000310000002e00000029000000230000001c000000130000000a0000005affffff1affffff27ffffff3dffffff5affffff7effffffa6ffffffd2ffffff9cffffff76ffffff7effffff8bffffff9cffffffb2ffffffcaffffffe5ffffff7f000000b0000000a6000000950000007f00000064000000450000002300000095000000cf000000c3000000b000000095000000750000005100000029000000bbffffffa1ffffffa6ffffffafffffffbbffffffcaffffffdbffffffedffffff50ffffff0cffffff1affffff31ffffff50ffffff76ffffffa1ffffffcfffffff e7fdffff ffff
impulse-24--128 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff3afdffff63fdffffa6fdffff00feffff6efeffffebfeffff73ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff4fffffff59ffffff6affffff80ffffff9cffffffbbffffffddffffffddffffffcfffffffd2ffffffd6ffffffddffffffe4ffffffedfffffff6ffffffa7000000e8000000db000000c5000000a7000000830000005a0000002e000000650000008b0000008300000076000000650000004f000000360000001c00000080ffffff4fffffff59ffffff6affffff80ffffff9cffffffbbffffffddffffff69ffffff2fffffff3bffffff4fffffff69ffffff8affffffafffffffd7ffffff45000000600000005b0000005100000045000000360000002500000013000000b2000000f6000000e8000000d1000000b20000008b0000006000000031000000 22020000 ffff
impulse-25-127 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc010000550200001301000074ffffff04feffff3ffdffff68fdffff71feffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f0000009500000045000000ddffffff81ffffff50ffffff5affffff9cffffff230000002900000013000000f6ffffffddffffffcfffffffd2ffffffe4ffffff5affffff3dffffffa6ffffff2e000000a6000000e6000000d9000000820000009cffffff8bffffffcaffffff1b000000640000008a000000820000004e0000007f0000009500000045000000ddffffff81ffffff50ffffff5affffff9cffffff95000000b000000051000000d7ffffff6bffffff31ffffff3dffffff8bffffffbbffffffafffffffdbffffff13000000450000005f0000005a0000003600000050ffffff31ffffffa1ffffff31000000b0000000f4000000e60000008a000000 91000000 ffff
